id,path,target
"gid://shopify/UrlRedirect/290133770377","/products/period-undies-for-girls-with-bumpers-black","/products/period-underwear-girls"
"gid://shopify/UrlRedirect/290149892233","/products/mix-match-bonza-bundle","/products/first-period-underwear-pack-one"
"gid://shopify/UrlRedirect/290156314761","/products/bundle-offer-5","/products/teen-period-underwear-pack-2"
"gid://shopify/UrlRedirect/290159886473","/collections/bundles","/collections/girls-period-bundle-packs"
"gid://shopify/UrlRedirect/290508341385","/products/first-period-underwear-pack-one","https://elteesydney.com.au/collections/girls-period-bundle-packs"
"gid://shopify/UrlRedirect/291165864073","/products/girls-period-undies-black","https://elteesydney.com.au/products/period-underwear-girls"
"gid://shopify/UrlRedirect/296479981705","/pages/teen-period-underwear-bumpers","/pages/teen"
"gid://shopify/UrlRedirect/296567275657","/pages/teen","/pages/teen-period-underwear"
"gid://shopify/UrlRedirect/298315448457","/pages/teen-period-undies","/pages/teen-period-underwear"
"gid://shopify/UrlRedirect/299023007881","/pages/care-guide","/pages/period-proof-care-info"
"gid://shopify/UrlRedirect/301254672521","/products/girls-period-leotard-undies","/products/period-dance-gym"
"gid://shopify/UrlRedirect/301798129801","/collections/period-underwear-for-girls","/collections/teen-period-underwear"
"gid://shopify/UrlRedirect/305605705865","/products/period-undies-for-girls-neutral?srsltid=afmbooqhyohdzp4kibi9mmrfyfed1uv6rmy2b8obpd5vkh3f3bsbr6mj","/products/period-undies-for-girls-neutral"
"gid://shopify/UrlRedirect/305606197385","/products/period-undies-for-girls-neutral?srsltid=afmboore3ksf98vn3i_y-f7idasvdvvcdqjsrqbbrreqtjaig8oyoo_f","https://elteesydney.com.au/products/period-undies-for-girls-neutral"
"gid://shopify/UrlRedirect/305606361225","/products/period-undies-for-girls-neutral?srsltid=afmbooo4ovaauxcxb1g7mx4zivpkcu8merilwykhkrntselrfxkprj3y","https://elteesydney.com.au/products/period-undies-for-girls-neutral"
"gid://shopify/UrlRedirect/305606459529","/collections/teen-period-underwear?srsltid=afmbooqvcrbreiicu46ltqledaxmrahbllshzhzwisueuljvrak0fogt","https://elteesydney.com.au/collections/teen-period-underwear"
"gid://shopify/UrlRedirect/305783505033","/products/girls-period-swim-bottom","/products/girls-period-swim-bottoms"
"gid://shopify/UrlRedirect/309463875721","/pages/teen-period-underwear","/pages/best-period-underwear-tween-teen"
"gid://shopify/UrlRedirect/309965160585","/products/leakproof-girls-briefs","/products/teen-period-boyshort-undies"
"gid://shopify/UrlRedirect/311088414857","/period-undies-for-girls-neutral","/products/period-underwear-girls"
"gid://shopify/UrlRedirect/319216713865","/products/everyday-basic-girls-period-briefs","/products/everyday-basics-teenage-underwear"
"gid://shopify/UrlRedirect/319987384457","/pages/demo-videos","/pages/period-undies-demo-videos"
"gid://shopify/UrlRedirect/320871760009","/products/copy-total-freedom-trio-neutral","/products/period-underwear-girls"
"gid://shopify/UrlRedirect/320871792777","/products/swim-undies-2-pack","/products/girls-period-swim-bottoms"
"gid://shopify/UrlRedirect/321732935817","/products/girls-period-swim-bottoms","/products/period-swim-undies"
"gid://shopify/UrlRedirect/321864466569","/404","https://elteesydney.com.au/"
"gid://shopify/UrlRedirect/321864499337","/collections/girls-period-bundle-packs","https://elteesydney.com.au/products/period-underwear-girls"
"gid://shopify/UrlRedirect/321864532105","/collections/girls-period-pads-tampons","/"
"gid://shopify/UrlRedirect/321864564873","/collections/girls-skincare","https://elteesydney.com.au/"
"gid://shopify/UrlRedirect/321864597641","/null","https://elteesydney.com.au/"
"gid://shopify/UrlRedirect/321864630409","/pages/null","/"
"gid://shopify/UrlRedirect/321864728713","/products/mini-tampons-for-girls-12-pack","/"
"gid://shopify/UrlRedirect/321864794249","/products/period-undies-for-girls-neutral","https://elteesydney.com.au/products/period-underwear-girls"
"gid://shopify/UrlRedirect/321864827017","/products/teen-period-underwear-pack-2","https://elteesydney.com.au/products/period-underwear-girls"
"gid://shopify/UrlRedirect/321882128521","/products/teen-period-boyshort-undies","/products/period-boyshort-undies"
"gid://shopify/UrlRedirect/322142109833","/products/stash-bag","/products/wet-pouch"
"gid://shopify/UrlRedirect/326108479625","/all","/collections/all"
"gid://shopify/UrlRedirect/328396406921","?locale=en&region_country=au","https://account.elteesydney.com.au/"
"gid://shopify/UrlRedirect/328603893897","/collections/best-sellers","/collections/best-period-underwear"
"gid://shopify/UrlRedirect/328648523913","/products/period-swimwear-briefs-for-teens","/products/period-swimwear-bottoms-for-teens"
"gid://shopify/UrlRedirect/328746696841","/blogs/the-tee","/blogs/period-advice"
"gid://shopify/UrlRedirect/328746729609","/blogs/the-tee/what-can-girls-wear-under-a-leotard-during-their-period","/blogs/period-advice/what-can-girls-wear-under-a-leotard-during-their-period"
"gid://shopify/UrlRedirect/328746762377","/blogs/the-tee/pads-vs-period-undies-whats-the-difference","/blogs/period-advice/pads-vs-period-undies-whats-the-difference"
"gid://shopify/UrlRedirect/328746795145","/blogs/the-tee/mastering-her-cycle","/blogs/period-advice/mastering-her-cycle"
"gid://shopify/UrlRedirect/328746827913","/blogs/the-tee/girls-breast-development","/blogs/period-advice/girls-breast-development"
"gid://shopify/UrlRedirect/328746860681","/blogs/the-tee/why-girls-quit-sport","/blogs/period-advice/why-girls-quit-sport"
"gid://shopify/UrlRedirect/328746893449","/blogs/the-tee/4-period-signs","/blogs/period-advice/4-period-signs"
"gid://shopify/UrlRedirect/328746926217","/blogs/the-tee/support-sporty-girls-adolescence","/blogs/period-advice/support-sporty-girls-adolescence"
"gid://shopify/UrlRedirect/328746958985","/blogs/the-tee/play-on-tween-and-teen-girls-period-undies","/blogs/period-advice/play-on-tween-and-teen-girls-period-undies"
"gid://shopify/UrlRedirect/328746991753","/blogs/the-tee/all-about-confidence","/blogs/period-advice/all-about-confidence"
"gid://shopify/UrlRedirect/328747024521","/blogs/the-tee/survey-periods-impact-sport","/blogs/period-advice/survey-periods-impact-sport"
"gid://shopify/UrlRedirect/328747057289","/blogs/the-tee/school-holiday-activities-adults-enjoy","/blogs/period-advice/school-holiday-activities-adults-enjoy"
"gid://shopify/UrlRedirect/328747090057","/blogs/the-tee/6-simple-skincare-steps-for-sporty-girls","/blogs/period-advice/6-simple-skincare-steps-for-sporty-girls"
"gid://shopify/UrlRedirect/328747122825","/blogs/the-tee/girls-gym-ready","/blogs/period-advice/girls-gym-ready"
"gid://shopify/UrlRedirect/328747155593","/blogs/the-tee/active-life-active-mind-how-sports-and-fitness-help-kids-stay-on-track-at-school","/blogs/period-advice/active-life-active-mind-how-sports-and-fitness-help-kids-stay-on-track-at-school"
"gid://shopify/UrlRedirect/328747188361","/blogs/the-tee/why-girls-who-play-sport-win-at-wellbeing","/blogs/period-advice/why-girls-who-play-sport-win-at-wellbeing"
"gid://shopify/UrlRedirect/328747221129","/blogs/the-tee/doing-the-best-i-can","/blogs/period-advice/doing-the-best-i-can"
"gid://shopify/UrlRedirect/328747253897","/blogs/the-tee/skin-changes-in-pre-teens","/blogs/period-advice/skin-changes-in-pre-teens"
"gid://shopify/UrlRedirect/328747286665","/blogs/the-tee/six-trailblazing-women-in-australian-sport","/blogs/period-advice/six-trailblazing-women-in-australian-sport"
"gid://shopify/UrlRedirect/328747319433","/blogs/the-tee/lava-tribe-2021-best-fairest-award","/blogs/period-advice/lava-tribe-2021-best-fairest-award"
"gid://shopify/UrlRedirect/328747352201","/blogs/the-tee/sport-doesnt-like-it","/blogs/period-advice/sport-doesnt-like-it"
"gid://shopify/UrlRedirect/328766259337","/collections/kits-first-period","/collections/period-starter-packs"
"gid://shopify/UrlRedirect/328808071305","/collections/girls-first-period-early-cycle-years","/collections/girls-first-period"
"gid://shopify/UrlRedirect/328808169609","/collections/girls-first-period","/collections/best-first-period-tween-teen-girl"
"gid://shopify/UrlRedirect/328808628361","/pages/best-period-underwear-tween-teen","/pages/first-period-tween-teen"
"gid://shopify/UrlRedirect/329727737993","/blogs/period-advice","/blogs/period-info-guides"
"gid://shopify/UrlRedirect/329727770761","/blogs/period-advice/keep-your-tropes-sheargold-matildas-remarks-are-no-joke","/blogs/period-info-guides/keep-your-tropes-sheargold-matildas-remarks-are-no-joke"
"gid://shopify/UrlRedirect/329727803529","/blogs/period-advice/first-guide-to-using-pads-and-tampons","/blogs/period-info-guides/first-guide-to-using-pads-and-tampons"
"gid://shopify/UrlRedirect/329727836297","/blogs/period-advice/what-can-girls-wear-under-a-leotard-during-their-period","/blogs/period-info-guides/what-can-girls-wear-under-a-leotard-during-their-period"
"gid://shopify/UrlRedirect/329727869065","/blogs/period-advice/pads-vs-period-undies-whats-the-difference","/blogs/period-info-guides/pads-vs-period-undies-whats-the-difference"
"gid://shopify/UrlRedirect/329727901833","/blogs/period-advice/mastering-her-cycle","/blogs/period-info-guides/mastering-her-cycle"
"gid://shopify/UrlRedirect/329727934601","/blogs/period-advice/girls-breast-development","/blogs/period-info-guides/girls-breast-development"
"gid://shopify/UrlRedirect/329727967369","/blogs/period-advice/why-girls-quit-sport","/blogs/period-info-guides/why-girls-quit-sport"
"gid://shopify/UrlRedirect/329728000137","/blogs/period-advice/4-period-signs","/blogs/period-info-guides/4-period-signs"
"gid://shopify/UrlRedirect/329728032905","/blogs/period-advice/support-sporty-girls-adolescence","/blogs/period-info-guides/support-sporty-girls-adolescence"
"gid://shopify/UrlRedirect/329728065673","/blogs/period-advice/play-on-tween-and-teen-girls-period-undies","/blogs/period-info-guides/play-on-tween-and-teen-girls-period-undies"
"gid://shopify/UrlRedirect/329728098441","/blogs/period-advice/all-about-confidence","/blogs/period-info-guides/all-about-confidence"
"gid://shopify/UrlRedirect/329728131209","/blogs/period-advice/survey-periods-impact-sport","/blogs/period-info-guides/survey-periods-impact-sport"
"gid://shopify/UrlRedirect/329728163977","/blogs/period-advice/school-holiday-activities-adults-enjoy","/blogs/period-info-guides/school-holiday-activities-adults-enjoy"
"gid://shopify/UrlRedirect/329728196745","/blogs/period-advice/6-simple-skincare-steps-for-sporty-girls","/blogs/period-info-guides/6-simple-skincare-steps-for-sporty-girls"
"gid://shopify/UrlRedirect/329728229513","/blogs/period-advice/girls-gym-ready","/blogs/period-info-guides/girls-gym-ready"
"gid://shopify/UrlRedirect/329728262281","/blogs/period-advice/active-life-active-mind-how-sports-and-fitness-help-kids-stay-on-track-at-school","/blogs/period-info-guides/active-life-active-mind-how-sports-and-fitness-help-kids-stay-on-track-at-school"
"gid://shopify/UrlRedirect/329728295049","/blogs/period-advice/why-girls-who-play-sport-win-at-wellbeing","/blogs/period-info-guides/why-girls-who-play-sport-win-at-wellbeing"
"gid://shopify/UrlRedirect/329728327817","/blogs/period-advice/doing-the-best-i-can","/blogs/period-info-guides/doing-the-best-i-can"
"gid://shopify/UrlRedirect/329728360585","/blogs/period-advice/skin-changes-in-pre-teens","/blogs/period-info-guides/skin-changes-in-pre-teens"
"gid://shopify/UrlRedirect/329728393353","/blogs/period-advice/six-trailblazing-women-in-australian-sport","/blogs/period-info-guides/six-trailblazing-women-in-australian-sport"
"gid://shopify/UrlRedirect/329728426121","/blogs/period-advice/lava-tribe-2021-best-fairest-award","/blogs/period-info-guides/lava-tribe-2021-best-fairest-award"
"gid://shopify/UrlRedirect/329728458889","/blogs/period-advice/sport-doesnt-like-it","/blogs/period-info-guides/sport-doesnt-like-it"
"gid://shopify/UrlRedirect/339086016649","/products/underliner","/products/underliner-girls-leak-proof"
"gid://shopify/UrlRedirect/345858605193","/everyday-basics-teenage-underwear","/underliner-girls-leak-proof"
"gid://shopify/UrlRedirect/350053302409","/pages/quick-answers","/pages/faq"
"gid://shopify/UrlRedirect/351924781193","/products/period-underwear-starter-kit","/products/my-first-period-pack"
"gid://shopify/UrlRedirect/429446627465","/pages/returns-exchange","/pages/returns-es"
"gid://shopify/UrlRedirect/434619941001","/pages/returns","/pages/returns-jj"
"gid://shopify/UrlRedirect/434635014281","/pages/returns-and-exchanges","/pages/returns-es"
"gid://shopify/UrlRedirect/456464105609","/pages/period-solutions-for-competitive-swimmers","/pages/comp-swimmers"
"gid://shopify/UrlRedirect/459432624265","/pages/first-period-tween-teen","/pages/first-period-underwear-for-girls"
"gid://shopify/UrlRedirect/469805498505","/products/the-pool-perfect-combo","https://elteesydney.com.au/products/tpp-combo"
